8.91,-101.17,-12.49
8.84,-101.23,-12.43
8.9,-101.23,-12.41
8.85,-101.11,-12.43
8.8,-101.1,-12.46
8.91,-101.18,-12.55
8.89,-101.34,-12.43
8.78,-101.16,-12.62
8.8,-101.17,-12.54
8.75,-101.11,-12.43
8.97,-101.28,-12.37
8.89,-101.27,-12.34
8.75,-101.18,-12.62
8.65,-101.1,-12.59
8.85,-101.17,-12.51
8.91,-101.2,-12.46
8.74,-101.2,-12.48
8.9,-101.12,-12.5
8.8,-101.26,-12.51
8.85,-101.21,-12.41
8.75,-101.14,-12.45
8.84,-101.14,-12.5
8.78,-101.14,-12.45
8.75,-101.14,-12.51
8.89,-101.23,-12.43
8.86,-101.17,-12.48
8.81,-101.22,-12.55
8.78,-101.15,-12.46
8.75,-101.18,-12.52
8.85,-101.15,-12.46
8.76,-101.14,-12.51
8.76,-101.17,-12.38
8.75,-101.22,-12.46
8.75,-101.25,-12.57
8.87,-101.34,-12.32
8.89,-101.22,-12.56
8.76,-101.2,-12.55
8.85,-101.31,-12.39
8.79,-101.15,-12.61
8.78,-101.16,-12.5
8.81,-101.14,-12.51
8.76,-101.12,-12.55
8.85,-101.31,-12.43
8.83,-101.23,-12.34
8.7,-100.87,-12.46
8.83,-101.1,-12.55
8.85,-101.25,-12.49
8.95,-101.17,-12.54
8.84,-101.16,-12.55
8.8,-101.17,-12.39
8.86,-101.12,-12.54
8.94,-101.33,-12.49
8.78,-101.09,-12.38
8.78,-101.31,-12.3
9,-101.25,-12.81
8.86,-101.21,-12.37
8.9,-101.12,-12.27
8.87,-101.15,-12.63
8.86,-101.15,-12.43
8.97,-101.17,-12.32
8.79,-101.04,-12.33
8.85,-101.09,-12.55
8.9,-101.26,-12.52
8.78,-101.26,-12.41
8.94,-101.2,-12.6
6.91,-102.92,-11.57
7.32,-102.7,-12.38
7.85,-101.75,-14.89
9.22,-101.01,-11.08
9.06,-101.01,-12.21
8.64,-101.1,-14.36
9.06,-101.18,-11.44
8.78,-101.21,-12.01
8.5,-101.28,-13.53
8.98,-101.23,-11.77
8.79,-101.2,-12.73
8.44,-101.18,-14.15
8.97,-101.23,-11.32
8.74,-101.49,-11.69
8.74,-101.28,-13.62
8.97,-101.21,-11.85
8.91,-101.09,-11.96
7.97,-101.93,-13.16
8.3,-101.65,-12.22
8.72,-101.11,-12.65
8.83,-101.03,-12.85
8.9,-101.2,-12.07
8.72,-101.21,-12.48
8.7,-101.17,-13.04
9.02,-101.32,-12.18
8.79,-101.27,-12.54
8.84,-101.11,-12.77
8.89,-101.25,-12.29
8.64,-101.11,-12.59
8.85,-101.28,-12.61
8.84,-101.21,-12.23
8.94,-101.39,-12.44
8.92,-99.01,-12.35
9.09,-101.07,-12.34
8.91,-100.93,-12.38
8.9,-101.27,-12.32
8.79,-101.05,-12.32
8.7,-101.16,-12.49
8.75,-101.16,-12.43
8.83,-101.23,-12.45
8.81,-101.27,-12.57
8.74,-101.37,-12.5
8.85,-101.26,-12.5
8.8,-101.18,-12.52
8.73,-101.17,-12.4
8.81,-101.15,-12.43
8.76,-101.15,-12.54
8.76,-101.11,-12.51
8.83,-101.12,-12.37
8.85,-101.16,-12.3
8.78,-101.14,-12.61
8.84,-101.27,-12.46
8.89,-101.34,-12.35
8.73,-101.18,-12.48
8.9,-101.28,-12.55
8.76,-101.23,-12.35
8.72,-101.18,-12.71
8.86,-101.27,-12.32
8.81,-101.15,-12.29
8.79,-101.2,-12.62
8.87,-101.23,-12.44
8.96,-101.27,-12.23
8.84,-101.23,-12.66
8.78,-101.06,-12.49
8.86,-101.23,-12.39
8.7,-101.2,-12.57
8.85,-101.17,-12.45
8.86,-101.17,-12.32
8.85,-101.22,-12.49
8.9,-101.26,-12.23
8.74,-101.11,-12.37
8.92,-101.15,-12.3
8.89,-101.17,-12.4
8.94,-101.21,-12.4
8.87,-101.14,-12.46
8.81,-101.18,-12.55
8.81,-101.14,-12.22
8.74,-101.22,-12.43
8.86,-101.21,-12.5
8.86,-101.23,-12.37
8.95,-101.21,-12.34
8.97,-101.31,-12.44
8.75,-101.14,-12.39
8.8,-101.14,-12.41
8.81,-101.25,-12.49
8.81,-101.2,-12.39
8.79,-101.22,-12.39
8.78,-101.28,-12.41
8.76,-101.2,-12.43
8.84,-101.2,-12.38
8.86,-101.21,-12.34
8.8,-101.27,-12.34
8.81,-101.25,-12.35
8.86,-101.23,-12.32
8.87,-101.15,-12.5
8.86,-101.18,-12.45
8.87,-101.23,-12.52
8.76,-101.2,-12.4
8.86,-101.22,-12.52
8.86,-101.18,-12.44
8.86,-101.18,-12.38
8.73,-101.22,-12.46
8.84,-101.23,-12.41
8.81,-101.12,-12.45
8.78,-101.2,-12.49
8.95,-101.21,-12.38
8.84,-101.29,-12.54
8.85,-101.26,-12.59
8.83,-101.31,-12.46
8.76,-101.35,-12.55
8.97,-101.33,-12.43
8.97,-101.12,-12.38
8.74,-101.14,-12.41
8.76,-101.18,-12.45
8.86,-101.35,-12.3
8.75,-101.23,-12.5
8.83,-101.26,-12.39
8.8,-101.17,-12.46
8.73,-101.32,-12.51
8.81,-101.21,-12.44
8.89,-101.21,-12.49
8.85,-101.21,-12.46
8.76,-101.17,-12.45
8.8,-101.32,-12.43
8.74,-101.11,-12.52
8.81,-101.21,-12.54
8.87,-101.37,-12.35
8.86,-101.15,-12.48
8.72,-101.17,-12.5
8.97,-101.27,-12.41
8.92,-101.26,-12.55
8.84,-101.21,-12.44
8.9,-101.18,-12.38
8.76,-101.16,-12.44
8.86,-101.34,-12.39
8.85,-101.21,-12.48
8.84,-101.22,-12.46
8.79,-101.12,-12.56
8.83,-101.18,-12.51
8.8,-101.31,-12.51
8.9,-101.14,-12.6
8.85,-101.33,-12.45
8.68,-101.2,-12.44
8.81,-101.2,-12.41
8.92,-101.2,-12.39
8.85,-101.25,-12.54
8.83,-101.22,-12.43
8.8,-101.17,-12.44
8.8,-101.1,-12.35
8.81,-101.21,-12.37
8.79,-101.34,-12.35
8.79,-101.23,-12.37
8.84,-101.2,-12.51
8.78,-101.2,-12.5
8.78,-101.15,-12.56
8.81,-101.2,-12.4
8.85,-101.11,-12.34
8.74,-101.15,-12.48
8.73,-101.16,-12.48
8.87,-101.15,-12.55
8.83,-101.22,-12.49
8.8,-101.25,-12.51
8.78,-101.26,-12.43
8.91,-101.18,-12.33
8.84,-101.23,-12.5
8.76,-101.17,-12.49
8.79,-101.18,-12.41
8.95,-101.29,-12.45
8.78,-101.14,-12.34
8.79,-101.16,-12.32
8.68,-101.16,-12.37
8.76,-101.17,-12.54
8.86,-101.21,-12.4
8.85,-101.17,-12.49
8.8,-101.22,-12.4
8.86,-101.26,-12.39
8.85,-101.17,-12.35
8.94,-101.21,-12.51
8.76,-101.15,-12.49
8.92,-101.25,-12.61
9,-101.23,-12.49
8.9,-101.25,-12.39
8.75,-101.16,-12.52
8.78,-101.29,-12.43
8.89,-101.33,-12.43
8.78,-101.17,-12.48
8.86,-101.21,-12.43
8.94,-101.25,-12.48
8.91,-101.18,-12.38
8.85,-101.18,-12.34
8.87,-101.21,-12.54
8.83,-101.25,-12.38
8.76,-101.21,-12.5
8.76,-101.16,-12.48
8.78,-101.15,-12.41
8.83,-101.31,-12.51
8.74,-101.18,-12.43
8.78,-101.16,-12.4
