-23.41,-99.5,11.73
-23.3,-99.41,11.8
-23.33,-99.41,11.62
-23.35,-99.43,11.76
-23.34,-99.38,11.8
-23.32,-99.35,11.54
-23.32,-99.5,11.73
-23.32,-99.48,11.69
-23.28,-99.44,11.65
-24.23,-100.45,12.66
-25.35,-102.75,10.62
-22.62,-98.08,10.4
-24.65,-101.12,10.06
-22.79,-96.24,15.23
-23.13,-100.32,13.37
-23.86,-100.01,12.28
-23.18,-98.54,10.66
-22.85,-99.38,11.66
-23.28,-99.37,12.17
-22.67,-99.44,11.79
-23.19,-99.37,11.06
-23.47,-99.78,12.7
-3.08,-79.11,20.62
-14.84,-95.34,1.65
-24.56,-99.02,17.25
-26.7,-100.9,10
-23.72,-98.01,12.61
-25.02,-99.3,11.43
-23.62,-98.06,13.87
-22.89,-98.45,11.4
-22.28,-99.05,10.96
-22.75,-99.41,12.45
-22.72,-99.58,12.32
-23.18,-99.29,12.08
-23.36,-98.67,11.71
-23.79,-99.93,12.24
-23.18,-99.73,10.82
-22.67,-99.04,11.76
-24.06,-99.18,11.69
-22.8,-98.54,12.52
-23.03,-99.69,9.89
-23.36,-99.1,11.9
-22.35,-98.71,12.95
-22.23,-100.02,8.74
-23.72,-99.01,12.93
-23.47,-97.58,12.27
-25.68,-102.34,10.42
-25.02,-100.18,8.25
-23.34,-95.89,13.33
-24.41,-97.25,12.77
-25.35,-99.74,8.98
-19.7,-96.34,7.7
-23.58,-97.89,11.22
-25.68,-106.54,10.42
-17.22,-95.78,12.89
-20.31,-100.9,9.88
-20.24,-98.77,19.48
-23.72,-99.95,13.64
-23.94,-99.21,6.62
-24.18,-99.63,13.1
-22.02,-99.07,9.77
-21.75,-99.02,10.57
-22.74,-101.92,7.75
-18.29,-112.1,7.46
-25.28,-96.86,10.57
-24.96,-101.89,7.18
-26.42,-100.42,12.85
-24.05,-91.21,19.54
-27.08,-96.09,28.08
-24.27,-94.46,13.1
-28.38,-112.82,16.17
-12.04,-94.68,-3.02
-17.86,-101.53,4.28
-23.65,-117.29,14.32
-30.77,-108.62,9.11
-24.21,-94.26,35.47
-23.51,-104.59,4.17
-21.47,-94.45,19.82
-25.89,-100.22,6.42
-26.45,-99.32,12.52
-17.33,-88.99,13.06
-22.63,-99.4,16.46
-24.08,-99.43,5.55
-18.99,-100.84,11.57
-20.86,-100.49,16.54
-11.95,-81.32,-7.57
-28.53,-107.95,14.23
-22.27,-97.53,15.6
-19.62,-100.81,10.4
-19.56,-91.86,8.67
-21.87,-112.3,11.91
-22.61,-99.29,12.01
-22.79,-96.13,12.26
-24.6,-100.06,11.25
-23.05,-101.5,9.95
-22.09,-95.08,5.51
-21.98,-90.93,18.05
-40.77,-128.27,-3.99
-33.96,-98.67,13.17
-29,-97.63,17.22
-23.11,-97.44,16.46
-22.27,-97.94,8.86
-21.48,-100.77,5.47
-19.65,-100.78,13.45
-22.64,-96.72,17.8
-22.62,-98.44,6.85
-22.92,-96.7,17.16
-22.58,-101.97,1.76
-23.46,-96.23,22.03
-16.74,-106.58,-17.6
-30.94,-98.19,11.34
-35.36,-101.27,20.01
-30.41,-98.01,20.03
-26.27,-99.65,5.35
-23.56,-97.58,19.69
-20.28,-99.9,0.7
-21.5,-97.85,21.91
-21.62,-100.06,13.29
-19.62,-98.43,2.05
-21.69,-98.83,13.04
-20.47,-99.48,12.94
-22.11,-98.94,7.24
-24.22,-101.46,10.9
-22.3,-95.32,12
-23.67,-98.9,10.38
-23.38,-99.16,12.11
-19.7,-100.42,9.9
-21.61,-104.36,19.46
-26.76,-105.81,-6.1
-22.17,-94.56,18.24
-24.49,-97.09,12.67
-23.29,-98.71,10.9
-23.06,-99.57,13.68
-22.19,-97.23,11.72
-22.81,-97.31,12.83
-24.83,-100.2,11.19
-23.56,-96.73,13.73
-24.21,-98.97,11.72
-23.58,-99.06,11.33
-25.15,-98.95,13.1
-22.58,-98.74,12.02
-20.73,-96.8,9.52
-27.03,-101.09,14.65
-23.11,-96.77,11.12
-23.79,-100.95,9.38
-24.77,-100.13,15.5
-25.48,-99.96,12.76
-23.97,-98.74,11.68
-24.11,-99.54,11.28
-23.25,-99.88,12.93
-24.22,-99.22,12.59
-23.78,-100.01,9.39
-24.58,-99.78,12.96
-24.93,-100.76,9.4
-25.44,-100.21,13.29
-23.51,-98,13.49
-24.02,-99.84,8.36
-23.96,-98.62,15.58
-22.74,-99.91,12.51
-25.24,-98.99,11.02
-25.74,-95.42,14.73
-24.95,-97.74,12.28
-21.98,-97.89,14.4
-22.52,-101.26,11.8
-24.89,-100.94,8.44
-22.63,-99.78,13.13
-22.16,-97.55,8.2
-23.58,-101.78,12.27
-23.51,-99.41,10.79
-23.35,-99.06,10.69
-21.13,-97.52,11.22
-22.64,-100.02,12.6
-19.12,-95.62,7.28
-21.29,-99.32,15.72
-21.44,-99.6,8.26
-22.68,-99.51,12.89
-23.32,-100.05,9.19
-23.33,-98.67,14.44
-26.4,-99.16,13.1
-24.78,-96.77,15.03
-24.23,-99.91,10.38
-25.09,-108.11,6.99
-24.24,-98.93,12.16
-23.8,-97.99,11.11
-22.69,-98.23,12.05
-23.4,-96.67,11.68
-22.69,-100.11,12.67
-40.1,-110.67,24.11
-30.02,-96.25,12.46
-26.67,-97.75,12.72
-24.18,-96.61,11.52
-23.96,-101.55,10
-28.08,-97.55,26.86
-23.28,-94.98,13.54
-22.85,-99.89,15.41
-23.71,-107.3,9.01
-23.1,-99.52,11.72
-24.38,-102.82,11.06
-23.27,-98.49,12.4
-22.99,-98.07,13.89
-23.58,-100.32,10.78
-24.3,-99.16,13.34
-21.09,-96.03,17.09
-21.45,-99.35,9.79
-23.03,-99.16,8.79
-21.36,-96.69,12.6
-22.02,-97.25,13.81
-23.56,-94.87,9.41
-23.83,-99.04,10.22
-24.04,-99.6,10.41
-22.88,-102.26,11.63
-25.72,-105.88,12.85
-22.68,-100.11,9.48
-24.29,-99,12.41
-23.43,-100.16,11.02
-20.67,-94.86,13.66
-22.94,-99.13,10.4
-24.05,-102.73,10.46
-25.62,-101.89,10.93
-21.18,-100.23,9.97
-20.53,-103.21,7.53
-20.34,-96.85,13.09
-22.84,-100.95,10.08
-24.01,-97.17,15.73
-22.95,-93.92,12.56
-25.54,-102.83,11.85
-23.86,-98.78,11.88
-23.21,-100.12,9.62
-23.22,-97.55,13.94
-20.73,-96.42,12.4
-22.22,-100.4,10.06
-23.01,-100.89,11.57
-22.63,-100.06,10.62
-23.01,-99.45,10.97
-22.17,-98.52,12.18
-21.85,-97.42,13.49
-22.11,-99.76,7.76
-22.2,-95.76,15.56
-23.65,-100.93,9.63
-22.62,-97.44,13
-25.28,-100.92,10.45
-24.71,-99.44,10.93
-25.23,-99.52,12.22
-24.26,-98.61,12.77
-24.1,-97.9,15.86
-23.69,-99.11,10.45
-21.64,-98.67,10.07
-23.68,-99.38,10.78
-23.24,-99.18,11.49
-23.62,-100.98,11.24
-23.13,-97.71,11.41
-23.43,-99.19,13.43
-24.41,-101.34,14.12
-24.57,-98.32,11.51
-24.96,-100.94,10.47
