17.61,-100.1,-12.19
17.75,-100.1,-12.16
17.71,-100.05,-12.24
17.69,-100.09,-12.26
17.61,-100.05,-12.24
17.64,-100.04,-12.26
17.64,-100,-12.22
17.65,-100.06,-12.26
17.74,-100.09,-12.07
17.54,-100.1,-12.26
17.6,-100.05,-12.34
17.64,-99.98,-12.24
17.7,-100.05,-12.26
17.66,-100.01,-12.24
17.76,-100.01,-12.21
17.74,-100.1,-12.29
17.68,-100.11,-12.21
17.64,-100.02,-12.34
17.66,-100.06,-12.35
17.63,-100.11,-12.28
17.8,-100.09,-12.34
17.71,-100.1,-12.34
17.74,-100.11,-12.24
17.59,-100.09,-12.22
17.69,-100.09,-12.27
17.69,-100.12,-12.22
17.65,-100.1,-12.29
17.76,-100.09,-12.33
17.64,-100.09,-12.26
17.54,-100.1,-12.37
17.6,-98.84,-12.18
17.54,-101.07,-12.55
17.44,-99.72,-12.44
17.81,-100.13,-12.28
17.87,-99.94,-12.11
17.21,-100.21,-12.62
17.54,-100.05,-12.82
17.71,-98.62,-12.39
17.07,-100.44,-12.55
17.11,-99.88,-13.12
18.73,-99.77,-11.51
17.31,-101.03,-11.9
17.99,-98.21,-13.71
18.4,-99,-10.18
17.52,-98.96,-11.98
17.85,-99.17,-13.39
18.15,-101.88,-13.22
17.3,-99.32,-14.32
17.27,-99.99,-11.98
18.21,-99.71,-11.17
17.19,-100.2,-12.32
17.35,-99.8,-13.64
17.15,-98.8,-12.23
17.53,-99.74,-11.8
17.38,-99.78,-13.31
17.03,-100.46,-12.22
17.08,-100.98,-12.66
17.79,-101.51,-10.14
16.54,-103.88,-13.77
16.59,-100.29,-13.35
17.11,-100.04,-13.26
18.01,-98.73,-10.71
16.6,-98.66,-7.98
17.33,-102.11,-12.6
17.25,-100.66,-14.72
18.3,-98.95,-10.45
15.98,-101.4,-9.56
17,-99.72,-13.68
18.47,-96.24,-12.66
17.09,-101.53,-11.67
19.17,-98.66,-11.71
18.69,-101.76,-17.5
18.55,-101.31,-13.75
17.83,-100.57,-8.65
16.91,-100.7,-11.15
